,Unnamed: 0,runs,mins,BF,4s,6s,SR,Pos,Dismissal,Inns,opponent,ground,date,match,total
631,655,71,175,128,9,0,55.46,4,lbw,1,Australia,Perth,16Jan2008,Test,27575
632,656,13,33,25,2,0,52.00,5,lbw,3,Australia,Perth,16Jan2008,Test,27588
633,657,153,342,205,13,3,74.63,4,caught,1,Australia,Adelaide,24Jan2008,Test,27741
634,658,13,67,36,1,0,36.11,4,runout,3,Australia,Adelaide,24Jan2008,Test,27754
635,659,10,30,17,1,0,58.82,2,hitwicket,1,Australia,Brisbane,3Feb2008,ODI,27764
636,660,35,70,52,2,0,67.30,2,bowled,1,SriLanka,Brisbane,5Feb2008,ODI,27799
637,661,44,123,54,3,0,81.48,2,caught,2,Australia,Melbourne,10Feb2008,ODI,27843
638,662,32,41,30,4,0,106.66,2,caught,1,SriLanka,Canberra,12Feb2008,ODI,27875
639,663,5,23,15,1,0,33.33,2,lbw,2,Australia,Adelaide,17Feb2008,ODI,27880
640,664,0,6,2,0,0,0.00,2,bowled,2,SriLanka,Adelaide,19Feb2008,ODI,27880
641,665,2,3,3,0,0,66.66,2,lbw,2,Australia,Sydney,24Feb2008,ODI,27882
642,666,63,92,54,10,0,116.66,2,caught,2,SriLanka,Hobart,26Feb2008,ODI,27945
643,667,117,235,120,10,0,97.50,2,notout,2,Australia,Sydney,2Mar2008,ODI,28062
644,668,91,176,121,7,0,75.20,2,caught,1,Australia,Brisbane,4Mar2008,ODI,28153
645,669,0,9,5,0,0,0.00,4,caught,2,SouthAfrica,Chennai,26Mar2008,Test,28153
646,670,27,60,46,3,0,58.69,4,bowled,2,SriLanka,Colombo(SSC),23Jul2008,Test,28180
647,671,12,42,30,1,0,40.00,4,caught,3,SriLanka,Colombo(SSC),23Jul2008,Test,28192
648,672,5,5,3,1,0,166.66,4,lbw,1,SriLanka,Galle,31Jul2008,Test,28197
649,673,31,54,42,5,0,73.80,4,caught,3,SriLanka,Galle,31Jul2008,Test,28228
650,674,6,18,12,0,0,50.00,4,lbw,1,SriLanka,Colombo(PSS),8Aug2008,Test,28234
651,675,14,26,22,1,0,63.63,6,lbw,3,SriLanka,Colombo(PSS),8Aug2008,Test,28248
652,676,13,26,18,3,0,72.22,4,caught,2,Australia,Bengaluru,9Oct2008,Test,28261
653,677,49,177,126,4,0,38.88,4,caught,4,Australia,Bengaluru,9Oct2008,Test,28310
654,678,88,186,111,10,0,79.27,4,caught,1,Australia,Mohali,17Oct2008,Test,28398
655,679,10,16,12,1,0,83.33,5,notout,3,Australia,Mohali,17Oct2008,Test,28408
656,680,68,188,126,11,0,53.96,4,caught,1,Australia,Delhi,29Oct2008,Test,28476
657,681,47,159,120,4,0,39.16,5,caught,3,Australia,Delhi,29Oct2008,Test,28523
658,682,109,274,188,12,0,57.97,4,lbw,1,Australia,Nagpur,6Nov2008,Test,28632
659,683,12,90,55,1,0,21.81,4,runout,3,Australia,Nagpur,6Nov2008,Test,28644
660,684,11,40,21,2,0,52.38,2,bowled,1,England,Bengaluru,23Nov2008,ODI,28655
661,685,50,99,57,6,0,87.71,2,bowled,2,England,Cuttack,26Nov2008,ODI,28705
662,686,37,90,48,4,1,77.08,4,caught,2,England,Chennai,11Dec2008,Test,28742
663,687,103,317,196,9,0,52.55,4,notout,4,England,Chennai,11Dec2008,Test,28845
664,688,11,45,26,1,0,42.30,4,lbw,1,England,Mohali,19Dec2008,Test,28856
665,689,5,41,22,1,0,22.72,4,caught,3,England,Mohali,19Dec2008,Test,28861
666,690,5,15,16,0,0,31.25,2,lbw,2,SriLanka,Dambulla,28Jan2009,ODI,28866
667,691,6,11,9,0,0,66.66,2,lbw,1,SriLanka,Colombo(RPS),31Jan2009,ODI,28872
668,692,7,9,12,0,1,58.33,2,lbw,1,SriLanka,Colombo(RPS),3Feb2009,ODI,28879
669,693,20,43,23,2,0,86.95,2,caught,1,NewZealand,Napier,3Mar2009,ODI,28899
670,694,61,100,69,7,1,88.40,2,lbw,1,NewZealand,Wellington,6Mar2009,ODI,28960
671,695,163,206,133,16,5,122.55,2,retirednotout,1,NewZealand,Christchurch,8Mar2009,ODI,29123
672,696,160,397,260,26,0,61.53,4,caught,2,NewZealand,Hamilton,18Mar2009,Test,29283
673,698,49,98,65,7,1,75.38,5,caught,2,NewZealand,Napier,26Mar2009,Test,29332
674,699,64,167,131,9,1,48.85,4,caught,3,NewZealand,Napier,26Mar2009,Test,29396
675,700,62,108,85,11,0,72.94,4,caught,1,NewZealand,Wellington,3Apr2009,Test,29458
676,701,9,25,20,0,1,45.00,4,caught,3,NewZealand,Wellington,3Apr2009,Test,29467
677,702,46,81,55,6,0,83.63,2,caught,2,NewZealand,Colombo(RPS),11Sep2009,ODI,29513
678,703,27,63,33,5,0,81.81,2,caught,2,SriLanka,Colombo(RPS),12Sep2009,ODI,29540
679,704,138,214,133,10,1,103.75,2,lbw,1,SriLanka,Colombo(RPS),14Sep2009,ODI,29678
680,705,8,19,14,1,0,57.14,2,caught,2,Pakistan,Centurion,26Sep2009,ODI,29686
681,707,14,40,29,2,0,48.27,2,caught,2,Australia,Vadodara,25Oct2009,ODI,29700
682,708,4,14,8,1,0,50.00,2,caught,1,Australia,Nagpur,28Oct2009,ODI,29704
683,709,32,63,47,2,0,68.08,2,runout,2,Australia,Delhi,31Oct2009,ODI,29736
684,710,40,86,68,6,0,58.82,2,lbw,2,Australia,Mohali,2Nov2009,ODI,29776
685,711,175,210,141,19,4,124.11,2,caught,2,Australia,Hyderabad(Deccan),5Nov2009,ODI,29951
686,712,10,23,17,2,0,58.82,2,caught,1,Australia,Guwahati,8Nov2009,ODI,29961
687,713,4,3,3,1,0,133.33,4,bowled,1,SriLanka,Ahmedabad,16Nov2009,Test,29965
688,714,100,298,211,11,0,47.39,5,notout,3,SriLanka,Ahmedabad,16Nov2009,Test,30065
689,715,40,122,91,0,1,43.95,4,caught,1,SriLanka,Kanpur,24Nov2009,Test,30105
690,716,53,139,103,6,0,51.45,4,bowled,2,SriLanka,Brabourne,2Dec2009,Test,30158
691,717,69,91,63,10,1,109.52,2,bowled,1,SriLanka,Rajkot,15Dec2009,ODI,30227
692,718,43,76,52,4,0,82.69,2,stumped,1,SriLanka,Nagpur,18Dec2009,ODI,30270
693,719,96,187,104,13,0,92.30,2,notout,2,SriLanka,Cuttack,21Dec2009,ODI,30366
694,720,8,-,8,2,0,100.00,2,caught,2,SriLanka,Kolkata,24Dec2009,ODI,30374
695,721,105,246,166,11,2,63.25,4,notout,1,Bangladesh,Chattogram,17Jan2010,Test,30479
696,722,16,47,26,2,0,61.53,5,lbw,3,Bangladesh,Chattogram,17Jan2010,Test,30495
697,723,143,259,182,13,1,78.57,4,caught,2,Bangladesh,Mirpur,24Jan2010,Test,30638
698,725,7,25,16,1,0,43.75,4,caught,2,SouthAfrica,Nagpur,6Feb2010,Test,30645
699,726,100,275,179,13,0,55.86,4,bowled,3,SouthAfrica,Nagpur,6Feb2010,Test,30745
700,727,106,266,206,12,0,51.45,4,caught,2,SouthAfrica,Kolkata,14Feb2010,Test,30851
701,728,4,-,5,1,0,80.00,2,runout,1,SouthAfrica,Jaipur,21Feb2010,ODI,30855
702,729,200,226,147,25,3,136.05,2,notout,1,SouthAfrica,Gwalior,24Feb2010,ODI,31055
703,730,8,29,21,1,0,38.09,4,lbw,2,SriLanka,Galle,18Jul2010,Test,31063
704,731,84,168,142,11,1,59.15,4,lbw,3,SriLanka,Galle,18Jul2010,Test,31147
705,732,203,516,347,23,1,58.50,4,caught,2,SriLanka,Colombo(SSC),26Jul2010,Test,31350
706,733,41,88,72,5,0,56.94,4,caught,2,SriLanka,Colombo(PSS),3Aug2010,Test,31391
707,734,54,186,122,3,0,44.26,4,caught,4,SriLanka,Colombo(PSS),3Aug2010,Test,31445
708,735,98,251,189,13,0,51.85,5,lbw,2,Australia,Mohali,1Oct2010,Test,31543
709,736,38,106,64,5,0,59.37,4,caught,4,Australia,Mohali,1Oct2010,Test,31581
710,737,214,547,363,22,2,58.95,4,bowled,2,Australia,Bengaluru,9Oct2010,Test,31795
711,738,53,125,77,5,2,68.83,4,notout,4,Australia,Bengaluru,9Oct2010,Test,31848
712,739,40,168,133,5,0,30.07,4,caught,1,NewZealand,Ahmedabad,4Nov2010,Test,31888
713,740,12,27,25,2,0,48.00,4,bowled,3,NewZealand,Ahmedabad,4Nov2010,Test,31900
714,741,13,52,28,1,0,46.42,4,caught,2,NewZealand,Hyderabad(Deccan),12Nov2010,Test,31913
715,743,61,162,129,8,0,47.28,4,caught,2,NewZealand,Nagpur,20Nov2010,Test,31974
716,744,36,61,34,8,0,105.88,4,lbw,1,SouthAfrica,Centurion,16Dec2010,Test,32010
717,745,111,327,241,13,1,46.05,5,notout,3,SouthAfrica,Centurion,16Dec2010,Test,32121
718,746,13,42,22,3,0,59.09,4,caught,1,SouthAfrica,Durban,26Dec2010,Test,32134
719,747,6,22,10,1,0,60.00,4,caught,3,SouthAfrica,Durban,26Dec2010,Test,32140
720,748,146,465,314,17,2,46.49,4,bowled,2,SouthAfrica,CapeTown,2Jan2011,Test,32286
721,749,14,146,91,0,0,15.38,4,notout,4,SouthAfrica,CapeTown,2Jan2011,Test,32300
722,750,7,16,11,0,0,63.63,2,caught,2,SouthAfrica,Durban,12Jan2011,ODI,32307
723,751,24,78,44,2,0,54.54,2,bowled,1,SouthAfrica,Johannesburg,15Jan2011,ODI,32331
724,752,28,46,29,4,0,96.55,2,runout,1,Bangladesh,Mirpur,19Feb2011,ODI,32359
725,753,120,170,115,10,5,104.34,2,caught,1,England,Bengaluru,27Feb2011,ODI,32479
726,754,38,91,56,4,0,67.85,2,lbw,2,Ireland,Bengaluru,6Mar2011,ODI,32517
727,755,27,45,22,6,0,122.72,2,caught,2,Netherlands,Delhi,9Mar2011,ODI,32544
728,756,111,184,101,8,3,109.90,2,caught,1,SouthAfrica,Nagpur,12Mar2011,ODI,32655
729,757,2,4,4,0,0,50.00,2,caught,1,WestIndies,Chennai,20Mar2011,ODI,32657
730,758,53,93,68,7,0,77.94,2,caught,2,Australia,Ahmedabad,24Mar2011,ODI,32710
731,759,85,160,115,11,0,73.91,2,caught,1,Pakistan,Mohali,30Mar2011,ODI,32795
732,760,18,21,14,2,0,128.57,2,caught,2,SriLanka,Wankhede,2Apr2011,ODI,32813
733,761,34,90,58,6,0,58.62,4,caught,2,England,Lord's,21Jul2011,Test,32847
734,762,12,84,68,1,0,17.64,5,lbw,4,England,Lord's,21Jul2011,Test,32859
735,763,16,33,34,3,0,47.05,4,caught,2,England,Nottingham,29Jul2011,Test,32875
736,764,56,136,86,8,0,65.11,4,lbw,4,England,Nottingham,29Jul2011,Test,32931
737,765,1,10,8,0,0,12.50,4,caught,1,England,Birmingham,10Aug2011,Test,32932
738,766,40,92,60,8,0,66.66,4,runout,3,England,Birmingham,10Aug2011,Test,32972
739,767,23,65,34,4,0,67.64,4,caught,2,England,TheOval,18Aug2011,Test,32995
740,768,91,235,172,11,0,52.90,4,lbw,3,England,TheOval,18Aug2011,Test,33086
741,769,7,25,18,1,0,38.88,4,lbw,2,WestIndies,Delhi,6Nov2011,Test,33093
742,770,76,200,148,10,0,51.35,4,lbw,4,WestIndies,Delhi,6Nov2011,Test,33169
743,771,38,74,71,5,0,53.52,4,caught,1,WestIndies,Kolkata,14Nov2011,Test,33207
744,772,94,219,153,8,2,61.43,4,caught,2,WestIndies,Wankhede,22Nov2011,Test,33301
745,773,3,6,7,0,0,42.85,4,caught,4,WestIndies,Wankhede,22Nov2011,Test,33304
746,774,73,151,98,8,1,74.48,4,bowled,2,Australia,Melbourne,26Dec2011,Test,33377
747,775,32,73,46,4,0,69.56,4,caught,4,Australia,Melbourne,26Dec2011,Test,33409
748,776,41,133,89,8,0,46.06,4,bowled,1,Australia,Sydney,3Jan2012,Test,33450
749,777,80,213,141,9,0,56.73,4,caught,3,Australia,Sydney,3Jan2012,Test,33530
750,778,15,46,25,3,0,60.00,4,lbw,1,Australia,Perth,13Jan2012,Test,33545
751,779,8,22,16,1,0,50.00,4,lbw,3,Australia,Perth,13Jan2012,Test,33553
752,780,25,94,69,3,0,36.23,4,caught,2,Australia,Adelaide,24Jan2012,Test,33578
753,781,13,46,34,2,0,38.23,4,caught,4,Australia,Adelaide,24Jan2012,Test,33591
754,782,2,9,6,0,0,33.33,2,caught,2,Australia,Melbourne,5Feb2012,ODI,33593
755,783,48,87,63,5,0,76.19,2,bowled,2,SriLanka,Perth,8Feb2012,ODI,33641
756,784,15,25,24,2,0,62.50,2,caught,2,SriLanka,Adelaide,14Feb2012,ODI,33656
757,785,3,21,12,0,0,25.00,2,caught,2,Australia,Brisbane,19Feb2012,ODI,33659
758,786,22,33,23,3,0,95.65,2,bowled,2,SriLanka,Brisbane,21Feb2012,ODI,33681
759,787,14,34,15,2,0,93.33,2,runout,2,Australia,Sydney,26Feb2012,ODI,33695
760,788,39,45,30,5,0,130.00,2,lbw,2,SriLanka,Hobart,28Feb2012,ODI,33734
761,789,6,25,19,1,0,31.57,2,caught,1,SriLanka,Mirpur,13Mar2012,ODI,33740
762,790,114,205,147,12,1,77.55,2,caught,1,Bangladesh,Mirpur,16Mar2012,ODI,33854
763,791,52,93,48,5,1,108.33,2,caught,2,Pakistan,Mirpur,18Mar2012,ODI,33906
764,792,19,86,62,2,0,30.64,4,bowled,1,NewZealand,Hyderabad(Deccan),23Aug2012,Test,33925
765,793,17,61,50,3,0,34.00,4,bowled,2,NewZealand,Bengaluru,31Aug2012,Test,33942
766,794,27,78,34,5,0,79.41,4,bowled,4,NewZealand,Bengaluru,31Aug2012,Test,33969
767,795,13,25,18,2,0,72.22,4,caught,1,England,Ahmedabad,15Nov2012,Test,33982
768,797,8,14,12,1,0,66.66,4,bowled,1,England,Wankhede,23Nov2012,Test,33990
769,798,8,28,19,2,0,42.10,4,lbw,3,England,Wankhede,23Nov2012,Test,33998
770,799,76,202,155,13,0,49.03,4,caught,1,England,Kolkata,5Dec2012,Test,34074
771,800,5,17,6,1,0,83.33,4,caught,3,England,Kolkata,5Dec2012,Test,34079
772,801,2,25,13,0,0,15.38,4,bowled,2,England,Nagpur,13Dec2012,Test,34081
773,802,81,257,159,7,0,50.94,4,bowled,2,Australia,Chennai,22Feb2013,Test,34162
774,803,13,10,10,0,2,130.00,4,notout,4,Australia,Chennai,22Feb2013,Test,34175
775,804,7,32,15,1,0,46.66,4,caught,2,Australia,Hyderabad(Deccan),2Mar2013,Test,34182
776,805,37,125,81,5,0,45.67,4,caught,2,Australia,Mohali,14Mar2013,Test,34219
777,806,21,71,23,2,0,91.30,4,runout,4,Australia,Mohali,14Mar2013,Test,34240
778,807,32,99,53,5,0,60.37,4,lbw,2,Australia,Delhi,22Mar2013,Test,34272
779,808,1,8,5,0,0,20.00,4,lbw,4,Australia,Delhi,22Mar2013,Test,34273
780,809,10,41,24,2,0,41.66,4,lbw,2,WestIndies,Kolkata,6Nov2013,Test,34283
781,810,74,150,118,12,0,62.71,4,caught,2,WestIndies,Wankhede,14Nov2013,Test,34357
